Index,WS,GAP,MTX,cap_w,ETCH_DEPTH,L1,L2,W1,W2,n_m_COMSOL,Z0_COMSOL,Mode_Score,alpha_COMSOL,alpha_ML_unetched,alpha_ML_etched,delta_ML,baseline_gap
171,8.011,6.82,14.028,3.798,0.22,33.972,34.737,31.399,3.197,1.50951,37.7845,0.499201,3.4472,3.31973,3.02174,-0.297992,0.127472
131,8.079,15.105,3.243,12.555,0.132,52.392,122.594,58.824,3.606,1.93873,74.7829,0.498759,2.72609,2.63057,7.68314,5.05257,0.0955231
92,8.45,16.377,1.986,12.23,0.271,33.998,135.256,58.152,3.23,1.92943,82.3268,0.498826,2.69773,2.58897,10.7232,8.13418,0.108757
87,8.749,14.422,9.136,3.857,0.227,30.749,140.484,12.329,29.027,1.70923,62.6311,0.498896,2.21913,2.14749,2.95863,0.811142,0.071648
202,8.949,8.284,7.702,2.444,0.217,23.806,92.096,21.403,37.873,1.66942,51.1685,0.498975,3.19248,3.07947,5.77155,2.69208,0.113003
25,9.102,8.033,14.033,3.43,0.215,6.37,5.054,27.243,25.748,1.53564,40.7454,0.499068,3.03302,2.91518,3.30458,0.389402,0.117838
245,9.225,11.954,11.956,2.937,0.218,47.098,125.597,27.092,32.955,1.62789,52.9834,0.498881,2.36351,2.28501,5.26126,2.97625,0.0785069
100,9.247,15.674,8.723,11.517,0.318,54.347,188.325,19.462,27.015,1.72097,65.2549,0.49889,2.10049,1.99083,3.57129,1.58046,0.109661
378,9.366,10.998,5.534,9.141,0.175,55.562,135.887,2.382,11.612,1.82061,60.0656,0.498802,2.8588,2.71945,2.50125,-0.218206,0.139347
32,9.516,16.133,1.42,7.946,0.242,52.831,96.112,30.663,9.15,1.96047,81.2443,0.498748,2.74073,2.63269,3.36627,0.733576,0.108037
486,9.532,14.312,1.848,7.387,0.182,30.245,145.914,18.542,29.96,1.95904,76.0137,0.498719,2.83538,2.74117,6.14269,3.40152,0.0942083
220,9.612,13.611,10.123,5.612,0.154,51.138,48.008,23.837,30.534,1.71625,57.4601,0.49881,2.27075,2.1944,2.51306,0.318665,0.0763493
13,9.887,15.16,4.522,9.466,0.264,19.283,25.828,19.518,4.98,1.84224,70.8803,0.498826,2.37374,2.2625,2.39778,0.135279,0.111235
308,10.145,19.604,3.304,8.865,0.234,53.092,54.923,60.893,3.911,1.91843,78.9976,0.498937,2.20655,2.12507,4.39432,2.26924,0.0814732
435,10.203,16.901,5.717,9.025,0.33,29.969,26.231,2.713,28.849,1.79683,71.6178,0.498928,2.11191,2.01258,2.06944,0.0568618,0.0993267
184,10.281,10.911,5.063,5.941,0.211,23.9,161.877,17.233,27.987,1.80738,60.7255,0.498788,2.79998,2.6801,4.86922,2.18913,0.119884
124,10.451,11.878,9.917,8.69,0.179,18.746,135.025,31.676,9.109,1.71271,53.3206,0.498774,2.46083,2.34029,3.54565,1.20536,0.120535
326,10.625,17.794,4.964,14.997,0.238,9.523,36.413,42.85,12.789,1.8802,71.5774,0.498773,2.15844,2.04387,2.79974,0.755872,0.114577
123,10.68,16.542,14.605,3.026,0.185,42.235,159.686,29.049,16.946,1.66455,55.8171,0.498741,1.86412,1.79661,3.19677,1.40017,0.0675185
82,10.835,18.431,4.576,6.724,0.189,21.272,153.183,19.106,34.009,1.89289,72.9839,0.498839,2.14153,2.05472,6.10514,4.05043,0.0868156
290,10.858,16.89,11.778,2.3,0.129,59.24,25.589,14.764,46.199,1.73215,59.0124,0.498733,1.92885,1.86102,2.13968,0.278668,0.0678294
401,11.056,14.719,1.071,12.029,0.342,57.442,162.076,26.087,26.902,1.94724,78.3261,0.498676,2.74737,2.55938,6.85953,4.30016,0.187996
304,11.755,10.795,2.885,1.525,0.293,54.163,84.274,19.57,23.87,1.83988,65.3284,0.498712,2.83023,2.70181,3.13548,0.433674,0.12842
455,11.943,8.964,12.298,2.45,0.133,40.439,47.18,13.651,14.898,1.62887,42.5745,0.49888,2.83583,2.71982,2.47872,-0.241099,0.116009
386,12.038,19.244,11.213,11.885,0.313,44.94,119.26,30.635,30.965,1.73338,63.0973,0.498742,1.73435,1.6401,4.64595,3.00586,0.0942536
125,12.047,17.141,10.418,13.395,0.111,28.751,45.527,17.59,8.969,1.79466,58.9983,0.498629,1.95562,1.85713,1.91761,0.0604823,0.0984927
408,12.074,18.74,5.202,11.373,0.23,30.421,99.317,9.182,34.25,1.88098,70.5359,0.498773,2.02343,1.92975,2.5519,0.622157,0.0936823
262,12.52,17.39,9.646,14.161,0.174,34.045,131.718,10.594,6.834,1.80023,60.3767,0.498609,1.93387,1.82597,2.01427,0.188294,0.107892
46,12.757,19.416,1.888,8.651,0.111,51.099,57.475,24.561,22.923,2.02525,75.8263,0.498747,2.30977,2.22148,2.89578,0.674295,0.0882851
340,12.868,16.335,8.486,10.605,0.235,3.57,103.895,15.427,15.623,1.78995,61.0537,0.498635,1.99606,1.88904,2.27888,0.389844,0.107015
40,12.911,15.263,8.99,11.334,0.225,14.543,16.616,10.741,44.333,1.77641,58.4565,0.498607,2.0677,1.94956,2.22284,0.273288,0.118146
86,13.248,19.203,14.802,7.971,0.259,47.803,98.059,17.95,17.831,1.69735,57.2936,0.498591,1.65287,1.5711,1.70525,0.134151,0.0817774
218,13.506,18.966,6.842,14.379,0.228,23.964,56.623,26.148,17.586,1.86143,65.9452,0.498641,1.89974,1.79072,2.18778,0.397058,0.109014
69,13.546,13.65,5.372,8.27,0.103,53.52,8.966,2.867,29.498,1.88839,59.7709,0.498656,2.3861,2.275,2.35215,0.0771454,0.111097
66,13.641,8.063,12.535,3.849,0.326,26.753,130.582,4.534,43.15,1.55974,40.566,0.498835,2.88887,2.71707,3.02002,0.302941,0.1718
387,13.727,14.492,8.041,12.124,0.348,59.938,81.576,6.269,4.59,1.7587,59.0061,0.498566,2.09493,1.94704,1.9198,-0.0272362,0.147888
76,14.06,12.613,5.768,6.376,0.157,27.696,115.174,18.468,10.409,1.84815,57.5454,0.49863,2.42839,2.30598,2.58945,0.283464,0.122405
38,14.103,19.557,6.162,5.626,0.253,3.116,80.912,60.728,3.107,1.86303,67.7995,0.498694,1.85882,1.76644,4.01171,2.24527,0.0923773
136,14.107,19.405,5.664,11.31,0.162,7.282,121.851,47.485,12.943,1.90898,67.1412,0.498663,1.92945,1.83527,7.23894,5.40366,0.0941795
234,14.225,19.947,14.616,14.995,0.332,10.202,107.319,15.552,28.111,1.70533,57.8707,0.498521,1.59888,1.50256,2.13079,0.628228,0.096318
37,14.747,19.198,6.134,11.453,0.283,52.838,86.106,12.249,44.833,1.86364,66.7369,0.498633,1.86014,1.7537,3.07505,1.32135,0.106445
243,14.852,6.808,1.495,4.509,0.332,42.211,161.193,55.152,2.323,1.89179,55.9999,0.498675,3.6183,3.31047,9.90933,6.59886,0.307837
422,14.975,10.381,13.721,4.939,0.103,40.879,133.171,21.049,12.935,1.66147,41.8889,0.498695,2.50114,2.38138,2.60468,0.223302,0.11976
81,15.247,18.306,12.57,10.257,0.288,21.783,81.438,5.351,16.284,1.7335,56.9413,0.498475,1.71215,1.61562,1.63838,0.0227623,0.096529
17,15.321,15.612,14.281,2.467,0.332,11.376,11.216,42.699,12.455,1.65444,52.1299,0.498499,1.81916,1.71936,1.93312,0.213762,0.0997991
54,15.37,12.174,3.456,7.856,0.277,55.091,116.507,19.087,37.178,1.88479,60.9284,0.498561,2.50686,2.34998,5.23521,2.88523,0.15688
461,15.378,9.144,5.187,6.524,0.275,35.808,46.816,4.22,54.851,1.80184,51.6223,0.498621,2.87506,2.67542,3.54975,0.874332,0.199646
349,15.77,16.248,10.438,1.881,0.292,10.168,56.332,14.439,16.674,1.7407,56.6007,0.498487,1.86221,1.75442,1.89671,0.142298,0.107789
117,15.812,11.459,4.752,10.06,0.119,5.228,137.353,24.777,32.209,1.91322,54.5635,0.498615,2.61504,2.43812,8.47576,6.03764,0.176915
41,15.933,18.033,6.731,7.63,0.105,35.999,114.846,34.689,19.607,1.89588,61.6024,0.498552,1.92769,1.832,3.89261,2.06061,0.0956944
33,16.069,15.705,6.352,7.805,0.16,41.146,160.613,27.395,36.895,1.87264,59.4599,0.498529,2.07311,1.95988,11.2323,9.27245,0.113232
468,16.141,19.67,13.219,9.363,0.167,34.655,140.179,6.403,55.993,1.7724,56.2364,0.49841,1.65517,1.56796,4.29084,2.72288,0.0872148
369,16.291,19.179,2.176,2.41,0.302,24.003,50.171,16.711,4.773,1.96153,72.5207,0.49867,2.05356,1.95023,2.07827,0.128042,0.103328
402,16.53,15.136,14.359,7.509,0.103,23.525,116.348,38.765,5.265,1.7244,48.4746,0.498439,1.92807,1.82638,2.60344,0.777058,0.101687
244,16.593,18.005,5.068,8.476,0.21,27.522,149.02,24.948,24.415,1.91105,64.3368,0.498545,1.95214,1.84916,4.62412,2.77496,0.102974
24,16.609,18.389,6.626,4.488,0.152,57.571,135.555,20.378,33.003,1.88834,62.0882,0.498525,1.8794,1.78287,3.7782,1.99534,0.0965363
165,16.749,18.104,10.749,12.102,0.309,39.63,149.588,25.206,23.846,1.77059,57.5455,0.498397,1.7434,1.61919,3.20848,1.58929,0.12421
84,16.961,14.051,14.994,2.996,0.35,28.01,181.091,8.029,16.59,1.63038,48.0871,0.498433,1.90944,1.79059,1.81935,0.0287522,0.118842
277,17.04,12.47,1.639,5.353,0.312,51.387,173.248,38.109,25.994,1.9385,64.3814,0.498518,2.53851,2.37248,19.5933,17.2209,0.166031
180,17.243,18.447,1.449,2.464,0.143,7.691,140.866,39.459,20.925,2.04107,70.2047,0.498648,2.20891,2.08685,15.3924,13.3056,0.122066
297,17.321,16.552,5.24,1.532,0.115,50.06,5.982,18.412,45.109,1.91908,60.9476,0.498529,2.04176,1.93793,2.23945,0.301524,0.103832
342,17.67,12.806,11.758,4.006,0.324,31.95,127.725,13.944,12.623,1.67936,48.7098,0.498418,2.08783,1.94197,2.03296,0.0909855,0.145851
43,17.687,17.406,4.371,5.773,0.349,50.702,116.735,10.797,6.872,1.88167,65.3174,0.498503,1.94102,1.81217,1.85872,0.0465566,0.128857
53,17.907,12.824,6.548,3.254,0.306,6.556,180.091,4.351,45.743,1.79433,55.0783,0.498426,2.2098,2.05922,3.38263,1.32341,0.150578
348,17.935,13.998,5.919,6.289,0.216,46.221,105.775,46.918,17.953,1.85958,56.6527,0.498448,2.16713,2.02857,7.23799,5.20941,0.138553
399,18.463,19.155,10.158,8.796,0.133,43.559,107.675,8.601,26.378,1.84256,56.8269,0.498354,1.72798,1.61634,1.7149,0.0985573,0.11164
169,18.545,18.929,3.688,8.884,0.298,47.929,170.305,46.46,8.989,1.93715,66.572,0.498508,1.90578,1.78489,6.47207,4.68718,0.120886
282,19.163,15.703,4.291,6.558,0.278,24.696,132.563,11.687,45.604,1.90435,61.0887,0.498419,2.05128,1.91316,5.22231,3.30915,0.138114
259,19.298,18.937,5.194,14.285,0.158,50.4,176.569,17.666,40.527,1.95437,61.8838,0.498445,1.87386,1.75366,6.24367,4.49001,0.120198
415,19.454,16.302,6.647,3.669,0.109,16.361,167.183,28.257,33.706,1.89694,56.7976,0.49842,1.97113,1.85376,11.5079,9.65409,0.117372
480,19.521,18.942,7.732,2.714,0.202,26.723,38.806,6.046,8.602,1.87074,59.2992,0.498358,1.75774,1.64651,1.69146,0.0449502,0.111232
104,19.576,19.242,11.088,8.371,0.293,43.003,171.365,21.511,20.018,1.79253,56.4338,0.498254,1.64869,1.52981,2.44302,0.913212,0.118884
299,19.603,7.713,9.404,1.727,0.336,16.395,151.607,38.903,11.514,1.64266,40.6082,0.498574,2.93725,2.71241,5.159,2.4466,0.224845
396,19.681,12.306,10.865,8.852,0.161,16.586,79.687,43.542,19.465,1.76403,45.95,0.498393,2.22234,2.05513,4.59849,2.54336,0.167209
141,19.813,16.181,5.408,13.592,0.116,36.171,189.244,2.341,42.872,1.94788,57.4576,0.498428,2.03793,1.89826,2.63486,0.736593,0.139667
258,19.896,11.808,6.361,7.83,0.231,27.906,18.594,7.99,34.558,1.83901,51.0873,0.498398,2.34569,2.17054,2.19689,0.0263505,0.175148
338,20.195,14.384,1.354,2.521,0.19,30.481,107.969,45.117,18.961,2.01933,63.0929,0.498543,2.36116,2.21621,13.7072,11.491,0.144946
313,20.645,8.193,5.864,6.924,0.358,24.594,21.448,10.694,53.085,1.77313,45.4687,0.498435,2.89804,2.62268,3.21071,0.588031,0.275358
115,20.776,18.177,11.575,11.41,0.335,34.83,166.742,8.74,10.875,1.77425,54.1303,0.498168,1.67388,1.54305,1.6113,0.0682518,0.13083
51,20.924,17.757,7.401,8.618,0.133,29.257,39.47,45.747,5.259,1.89941,56.5847,0.498333,1.83526,1.71447,1.98771,0.273239,0.120796
458,20.954,13.331,7.149,7.299,0.327,53.287,97.667,20.302,36.952,1.80621,52.7593,0.498273,2.09941,1.93984,3.29762,1.35778,0.159567
405,21.443,18.439,9.365,3.715,0.269,39.239,132.675,5.626,54.838,1.82811,56.0318,0.49821,1.7049,1.58544,3.77859,2.19315,0.119453
265,21.642,13.17,8.427,5.836,0.22,6.952,6.923,6.712,49.199,1.80937,49.6596,0.498291,2.11742,1.96211,2.24279,0.280682,0.155315
298,21.844,11.977,11.78,8.09,0.116,58.51,21.623,30.114,10.316,1.76284,43.1901,0.498359,2.23652,2.06623,1.8214,-0.244837,0.170282
445,21.906,17.043,4.995,13.762,0.196,54.99,114.598,2.54,15.51,1.95046,58.2497,0.498335,1.93525,1.80016,1.68688,-0.113271,0.135095
73,21.967,18.751,2.055,1.541,0.248,22.955,157.317,28.695,5.803,2.00893,65.6605,0.49848,1.96255,1.85323,2.98588,1.13264,0.109316
365,22.915,16.252,6.956,7.711,0.104,59.165,147.769,7.083,19.253,1.91279,53.8461,0.498311,1.92599,1.7941,1.68317,-0.110932,0.131894
490,22.961,19.744,4.956,11.78,0.317,22.174,88.052,7.481,8.613,1.93267,61.7904,0.498275,1.73788,1.60724,1.67912,0.0718751,0.130634
120,22.98,18.941,8.338,11.125,0.345,25.368,57.248,23.654,4.703,1.84752,57.1072,0.49813,1.67341,1.54243,1.65322,0.110792,0.13098
479,23.291,7.449,14.19,1.905,0.295,48.035,82.21,37.388,21.33,1.58119,33.3116,0.498576,2.94237,2.73448,3.35935,0.62487,0.207887
285,23.419,11.432,9.594,3.14,0.327,22.555,99.902,20.236,39.78,1.73219,45.7254,0.498225,2.21951,2.04271,4.28861,2.24589,0.176798
59,23.679,12.458,4.738,4.959,0.224,24.59,129.656,25.138,4.615,1.90074,52.2451,0.498315,2.25168,2.07933,2.63871,0.559381,0.172346
160,23.771,11.463,12.358,4.293,0.325,9.156,15.766,42.136,10.053,1.68567,42.6978,0.49822,2.18057,2.00048,2.21253,0.212053,0.180094
137,23.815,7.441,1.017,2.11,0.31,38.538,55.52,26.727,23.501,1.95409,51.5677,0.498469,3.13253,2.83158,3.34253,0.510953,0.300948
460,23.904,18.124,2.23,10.424,0.125,34.366,85.014,7.773,4.169,2.05259,61.738,0.498527,1.99282,1.87714,1.90263,0.0254919,0.115682
294,23.909,10.599,14.495,2.82,0.357,6.706,107.057,43.945,7.425,1.62368,39.5618,0.498273,2.25153,2.08654,3.24283,1.1563,0.164998
318,23.982,16.475,13.486,8.378,0.333,4.958,144.259,20.702,13.707,1.73979,48.6075,0.498024,1.7202,1.59417,2.12615,0.531977,0.126032
94,24.057,19.873,12.809,14.85,0.263,25.021,36.6,10.906,42.121,1.81141,52.3002,0.497991,1.57628,1.45852,1.63036,0.171846,0.117767
79,24.354,14.438,6.982,12.151,0.186,35.663,54.208,38.525,16.05,1.8952,50.9057,0.498218,2.03528,1.86585,2.42546,0.559612,0.169429
450,24.564,18.703,10.967,4.531,0.248,4.207,49.369,23.891,32.081,1.82432,52.6874,0.498045,1.64728,1.52027,2.17679,0.656517,0.12701
31,24.591,16.296,13.796,2.394,0.31,43.805,120.166,12.483,23.34,1.73521,47.8489,0.498016,1.7267,1.60468,1.63564,0.030963,0.122022
154,24.757,16.997,10.551,7.162,0.108,58.207,87.419,31.502,9.94,1.85146,50.0525,0.498137,1.78617,1.6505,1.72791,0.0774088,0.135673
453,24.824,16.757,11.591,14.773,0.269,13.507,93.533,24.932,17.679,1.8092,49.3754,0.498003,1.75903,1.60086,2.08723,0.486373,0.158169
219,24.864,18.96,3.619,8.071,0.156,24.141,67.188,13.984,17.641,2.00855,60.2161,0.498392,1.84392,1.7272,1.82814,0.100942,0.116716
390,24.899,7.513,6.592,3.443,0.169,46.69,122.654,7.992,22.478,1.81232,39.7513,0.498516,3.09734,2.83635,2.37506,-0.461292,0.260992
70,24.925,18.379,9.551,4.366,0.146,38.484,65.551,39.442,16.334,1.87192,52.8162,0.49812,1.71022,1.58369,2.3035,0.719806,0.126528
207,25.333,18.234,12.566,2.368,0.277,14.813,45.563,3.776,31.007,1.78843,50.5822,0.497976,1.63719,1.5226,1.55672,0.0341169,0.114588
7,25.859,13.07,4.928,4.312,0.221,52.901,155.926,52.098,12.547,1.91003,51.6335,0.498243,2.15587,1.98708,11.7361,9.749,0.168794
230,25.928,8.056,11.426,4.385,0.192,18.026,109.739,6.886,15.322,1.70062,35.4208,0.498458,2.87172,2.62038,2.36998,-0.250396,0.251336
357,26.207,19.185,11.096,5.407,0.23,32.868,176.01,11.29,28.251,1.8394,52.1006,0.497979,1.61858,1.48921,2.01779,0.528579,0.129369
303,26.22,5.469,9.966,1.869,0.178,23.447,38.112,6.508,50.365,1.67997,30.5432,0.498698,3.87239,3.53486,3.5981,0.0632422,0.33753
21,26.39,15.977,4.099,4.727,0.276,52.945,7.548,8.39,15.418,1.94422,56.5111,0.498196,1.93085,1.79115,1.78111,-0.0100402,0.139701
363,26.598,6.596,12.737,5.537,0.34,35.781,76.94,29.165,6.441,1.6151,31.4372,0.498517,3.24788,2.93906,2.68283,-0.256229,0.308816
36,26.746,9.419,11.574,4.241,0.32,11.853,134.461,49.906,11.64,1.68262,38.6919,0.498244,2.48742,2.26579,6.35499,4.0892,0.221625
193,26.865,10.838,11.401,7.747,0.351,3.573,150.514,4.273,5.912,1.71178,41.2778,0.49812,2.26406,2.04573,2.25106,0.205328,0.218335
199,27.044,16.306,11.249,2.14,0.211,15.176,163.34,30.642,29.82,1.81241,48.3454,0.497999,1.77122,1.63118,7.19447,5.56329,0.140038
83,27.065,16.139,10.39,7.641,0.148,11.461,161.481,5.29,39.835,1.8477,48.3471,0.498059,1.81643,1.67098,2.45355,0.782563,0.145447
409,27.406,7.044,7.522,1.413,0.159,34.602,34.024,23.637,3.056,1.78066,36.8563,0.498497,3.1872,2.92863,2.57943,-0.349205,0.258568
456,27.47,19.181,10.609,3.016,0.352,21.941,59.244,6.831,5.39,1.82222,52.8191,0.497881,1.58855,1.45445,1.54548,0.0910297,0.134098
280,27.75,8.389,4.433,7.32,0.252,27.196,122.343,29.186,30.113,1.89863,43.5284,0.498349,2.84193,2.55055,7.33923,4.78868,0.29138
246,27.843,9.99,6.413,4.21,0.212,9.548,159.378,34.097,14.213,1.84771,44.0191,0.49826,2.49547,2.28637,5.23778,2.95141,0.2091
256,27.88,12.973,8.444,6.572,0.226,5.004,108.874,11.104,42.144,1.8356,46.3285,0.498098,2.07718,1.9029,3.36731,1.46441,0.174279
272,27.925,15.662,1.738,4.406,0.184,59.014,137.619,31.905,18.671,2.04455,57.9523,0.498422,2.07705,1.95791,4.55973,2.60182,0.11914
216,28.08,17.931,3.422,12.998,0.147,57.029,147.61,9.743,38.304,2.03011,57.1369,0.498342,1.87576,1.74755,2.91865,1.1711,0.128209
360,28.511,15.297,8.562,3.019,0.196,29.852,156.344,21.815,38.127,1.86287,48.9239,0.498043,1.87393,1.72777,6.21654,4.48877,0.146164
371,29.027,15.338,3.815,13.665,0.202,53.744,137.176,18.848,32.354,2.00046,53.4855,0.498233,1.99952,1.84023,3.59267,1.75245,0.159294
248,29.149,9.125,3.499,6.727,0.301,5.03,189.672,10.956,39.357,1.91419,46.371,0.498246,2.64508,2.40741,4.75123,2.34382,0.237674
166,29.494,16.593,3.684,14.52,0.335,17.151,187.264,4.451,50.128,1.97562,55.8806,0.498072,1.87905,1.72476,3.50657,1.78181,0.154286
264,29.558,10.325,4.777,2.669,0.342,11.907,61.793,22.127,29.04,1.85449,47.2074,0.4981,2.37671,2.1705,2.88098,0.710481,0.206207
350,29.635,19.352,3.796,2.551,0.125,48.411,171.375,17.606,26.514,2.02559,57.4223,0.498309,1.76547,1.65577,3.11578,1.46001,0.109706
55,29.653,10.45,13.893,5.369,0.17,46.944,103.051,18.297,36.813,1.7156,36.6574,0.498199,2.33654,2.15759,2.84338,0.685795,0.178952
203,29.729,11.816,1.35,8.177,0.164,24.651,108.386,33.94,2.423,2.06207,52.4957,0.498504,2.41635,2.24719,2.817,0.569807,0.16916
347,29.832,17.883,9.92,12.863,0.133,36.35,95.898,25.041,14.43,1.89458,49.2942,0.497973,1.70995,1.56613,1.78876,0.222623,0.143815
284,29.838,13.402,14.756,6.745,0.189,13.869,120.507,31.485,6.322,1.74173,40.4738,0.498001,1.9574,1.80885,2.36957,0.560716,0.14855
197,29.875,18.444,7.979,3.009,0.306,12.526,168.553,37.338,25.979,1.88396,53.1035,0.497902,1.65939,1.52751,10.8178,9.29033,0.131874
177,29.939,19.712,11.559,3.835,0.139,49.784,155.364,4.359,52.709,1.87016,50.0687,0.497897,1.5854,1.45956,2.75779,1.29822,0.125841
389,30.019,18.83,5.023,7.754,0.299,57.063,80.81,17.034,37.311,1.95509,56.4011,0.498041,1.70861,1.58785,2.3605,0.772649,0.120759
110,30.043,13.642,2.802,8.079,0.157,39.356,53.996,5.306,57.854,2.0194,52.4237,0.498352,2.15456,2.0138,4.55565,2.54186,0.140762
436,30.091,12.34,9.98,2.772,0.333,18.274,86.276,21.983,41.92,1.76701,44.0051,0.497959,2.06216,1.88044,4.50811,2.62767,0.181726
161,30.331,10.726,5.225,2.399,0.35,13.367,68.108,43.042,16.968,1.84696,46.9902,0.498049,2.30305,2.12359,4.03955,1.91596,0.179459
278,30.392,6.634,2.663,4.31,0.184,56.312,107.428,2.761,54.076,1.97108,41.4622,0.498536,3.31286,3.01658,4.58092,1.56433,0.296273
15,30.436,16.315,11.303,6.048,0.335,48.413,51.461,4.81,58.39,1.79988,47.6203,0.497804,1.72547,1.57196,2.30232,0.730361,0.15351
109,30.481,16.36,10.088,14.56,0.225,54.514,123.386,10.592,37.672,1.86657,47.554,0.497896,1.78376,1.6159,2.03314,0.417235,0.167858
209,30.663,15.94,9.082,3.119,0.116,55.357,9.474,3.115,26.305,1.88605,47.8071,0.498026,1.82807,1.68418,1.70028,0.0160986,0.143889
18,30.68,9.45,11.01,1.831,0.221,15.754,56.681,14.961,41.314,1.73329,37.5743,0.498195,2.49706,2.28222,2.8355,0.553277,0.214836
175,30.794,11.595,13.691,5.664,0.179,29.978,43.373,3.876,29.283,1.7385,38.3747,0.498085,2.16868,2.00036,1.88973,-0.110634,0.168317
410,31.062,10.845,12.817,5.566,0.298,31.513,174.342,24.509,4.473,1.71227,38.5258,0.498041,2.23267,2.05342,2.57375,0.520331,0.179256
305,31.088,12.186,4.076,6.097,0.109,26.743,128.607,13.743,47.952,1.98282,48.1077,0.498327,2.2536,2.08367,7.62092,5.53725,0.169927
309,31.233,9.488,4.51,7.667,0.211,59.194,110.706,29.183,4.163,1.92868,43.8535,0.498272,2.59363,2.34421,2.3199,-0.0243119,0.249419
241,31.245,13.099,5.959,7.629,0.123,53.634,174.401,11.543,42.907,1.9381,47.0567,0.49819,2.11383,1.94928,3.95387,2.00458,0.164552
9,31.593,13.261,1.825,4.281,0.359,12.392,116.577,31.026,19.936,1.98063,54.6573,0.498117,2.13271,1.99773,4.7926,2.79487,0.134988
482,31.796,15.348,1.861,13.263,0.323,32.551,165.504,31.126,17.577,2.02928,55.8727,0.498177,2.01719,1.87568,5.20532,3.32964,0.14151
331,31.926,14.863,3.437,9.995,0.32,13.425,121.904,11.977,40.155,1.97036,53.2942,0.498057,1.96886,1.81881,3.71053,1.89173,0.150047
452,32.245,11.627,10.827,10.184,0.221,57.761,118.645,20.242,12.333,1.80237,40.226,0.49802,2.19549,1.97287,1.80402,-0.168847,0.222623
52,32.385,18.916,7.511,12.295,0.347,53.213,168.257,20.031,15.012,1.90599,52.9246,0.497798,1.63519,1.49039,1.78798,0.297592,0.144803
127,32.496,11.98,10.704,8.554,0.219,28.787,66.527,2.702,32.808,1.80285,40.9461,0.497998,2.14226,1.93602,1.78884,-0.147175,0.206244
121,32.666,18.92,9.907,13.063,0.285,46.385,50.349,13.856,11.023,1.87973,50.1679,0.497754,1.61558,1.46627,1.38508,-0.0811897,0.149319
354,32.741,6.487,2.363,2.305,0.333,15.729,91.938,36.349,25.006,1.90476,42.7234,0.498272,3.17523,2.91181,8.45212,5.54032,0.263426
232,33.063,14.307,4.794,7.449,0.245,38.391,78.652,32.718,19.623,1.95019,50.0252,0.49805,1.9813,1.81738,2.69694,0.879558,0.163923
58,33.205,12.08,10.055,2.963,0.101,18.575,67.323,7.322,41.106,1.83473,41.0968,0.49808,2.15279,1.96923,2.2398,0.270572,0.183561
370,33.208,17.909,12.613,4.034,0.232,50.321,11.653,13.887,25.142,1.8286,46.7025,0.497731,1.63451,1.51339,1.44851,-0.0648842,0.121112
306,33.325,7.523,4.199,5.64,0.289,51.545,100.175,7.285,29.293,1.89116,40.767,0.498241,2.94902,2.64663,2.24584,-0.400786,0.302395
428,33.526,17.727,14.908,5.666,0.248,38.44,128.081,24.293,34.663,1.79111,44.7761,0.497677,1.61949,1.49388,3.31441,1.82053,0.12561
176,33.936,13.504,4.962,2.058,0.131,5.199,187.451,21.798,23.754,1.96273,47.9873,0.498161,2.06079,1.90181,4.8191,2.91729,0.158985
302,34.126,18.839,10.67,13.493,0.166,37.005,39.796,39.468,16.189,1.89738,48.2209,0.497795,1.62737,1.4808,1.67732,0.19652,0.146576
325,34.141,15.491,8.076,8.68,0.207,8.359,89.096,33.315,30.415,1.90077,47.2851,0.497904,1.84142,1.68283,5.49567,3.81284,0.158589
227,34.175,6.434,5.355,4.999,0.218,57.49,148.452,29.68,15.549,1.86936,36.1057,0.498373,3.34544,3.00921,3.63553,0.626319,0.336232
190,34.277,11.697,3.206,1.977,0.299,14.236,10.189,10.82,4.124,1.94762,49.0047,0.498071,2.21631,2.06354,2.11303,0.0494896,0.152773
96,34.325,18.547,7.855,14.823,0.24,30.861,125.79,31.435,4.44,1.93444,50.5973,0.497834,1.66573,1.51886,1.97992,0.461059,0.146871
114,34.464,6.784,2.497,1.896,0.341,38.183,96.206,9.516,43.011,1.90122,42.6597,0.498205,3.05545,2.81189,3.64945,0.837561,0.243557
108,34.592,11.03,11.642,4.445,0.105,18.215,153.332,28.646,4.034,1.79589,37.8131,0.498087,2.26853,2.06539,2.84121,0.77582,0.203141
206,34.812,14.557,10.392,6.579,0.165,31.649,119.433,28.187,20.788,1.85399,43.7759,0.497887,1.88756,1.72016,2.73275,1.01259,0.1674
143,35.004,14.727,2.305,10.792,0.338,46.982,155.012,48.731,9.029,2.00811,53.383,0.498059,1.98906,1.86039,7.9064,6.046,0.128664
130,35.074,9.202,10.93,3.259,0.199,37.35,111.334,45.221,11.593,1.75664,35.892,0.498126,2.54129,2.30389,3.84103,1.53714,0.237402
434,35.289,19.258,9.929,13.316,0.22,54.355,168.442,34.914,29.944,1.90568,49.1339,0.497737,1.60127,1.45688,7.74607,6.28919,0.144384
133,35.469,15.25,12.995,3.207,0.223,59.017,139.525,14.541,46.101,1.80122,42.7772,0.497749,1.78711,1.65435,3.18694,1.53259,0.132761
423,35.552,12.79,11.415,6.49,0.344,38.469,175.089,13.293,35.204,1.77159,41.5257,0.497766,1.98437,1.79267,2.49099,0.698316,0.191701
